0,1,2,3,4,5,6,7,8,9,10,11,12,13
50.241024,12.055156,-1.3165468,14.22542,-18.549433,25.50547,3.9051437,3012.0,0.0,0.0,0.0,0.0,0.0,0.0
50.246105,12.606714,-2.8081534,13.206235,-21.966433,6.2238226,-1.7695183,3012.0,0.0,0.0,0.0,0.0,0.0,0.0
50.251183,12.733813,0.117506,3.5779376,-24.102058,-15.620575,-15.620575,3013.0,0.0,0.0,0.0,0.0,0.0,0.0
50.256264,11.822542,3.0479617,-1.942446,-24.34613,-14.03411,-16.779915,3013.0,0.0,0.0,0.0,0.0,0.0,0.0
50.26134,9.640287,2.8489208,-3.206235,-24.590202,-6.58993,-7.7492695,3013.0,0.0,0.0,0.0,0.0,0.0,0.0
50.26642,8.374101,-1.9904077,-7.11271,-24.773254,-6.528912,3.72209,3013.0,0.0,0.0,0.0,0.0,0.0,0.0
50.2715,6.448441,-2.6714628,-5.3333335,-22.576612,5.3085546,-4.8814297,3014.0,0.0,0.0,0.0,0.0,0.0,0.0
50.276577,5.4628296,0.8009592,1.3309352,-22.02745,15.254467,-13.912074,3014.0,0.0,0.0,0.0,0.0,0.0,0.0
50.28166,6.6115108,0.55155873,4.2517986,-25.444452,11.593395,-7.505198,3014.0,0.0,0.0,0.0,0.0,0.0,0.0
50.286736,8.647482,-2.0839329,2.3165467,-28.739416,4.57634,-2.9898756,3015.0,0.0,0.0,0.0,0.0,0.0,0.0
50.291817,8.80096,-1.1822542,1.2278178,-28.06822,4.637358,-8.237412,3015.0,0.0,0.0,0.0,0.0,0.0,0.0
50.296894,9.539568,-0.043165468,-0.28057554,-26.542774,1.891554,-7.6882515,3015.0,0.0,0.0,0.0,0.0,0.0,0.0
50.30197,13.011991,-2.4628298,0.43405277,-24.102058,4.149215,-1.9525719,3016.0,0.0,0.0,0.0,0.0,0.0,0.0
50.307053,13.678658,-1.7434052,8.148681,-23.003736,14.03411,-7.2001085,3016.0,0.0,0.0,0.0,0.0,0.0,0.0
50.31213,11.661871,0.30935252,11.793765,-25.139362,7.3221445,-7.993341,3016.0,0.0,0.0,0.0,0.0,0.0,0.0
50.31721,10.697842,-2.0527577,6.3093524,-29.959774,-9.884895,-1.5864646,3017.0,0.0,0.0,0.0,0.0,0.0,0.0
50.32229,9.419664,-2.8609114,0.2853717,-30.875042,-12.691717,-5.979751,3017.0,0.0,0.0,0.0,0.0,0.0,0.0
50.327366,8.256595,0.89928055,-5.1031175,-29.47163,-14.400217,-17.085003,3017.0,0.0,0.0,0.0,0.0,0.0,0.0
50.332447,9.076738,2.6906474,-8.503597,-27.091934,-11.288306,-13.362913,3017.0,0.0,0.0,0.0,0.0,0.0,0.0
50.337524,10.5515585,0.6906475,-7.0527577,-25.627504,0.06101787,-1.4644289,3018.0,0.0,0.0,0.0,0.0,0.0,0.0
50.342606,11.70024,-1.7218225,-2.263789,-22.820683,7.2611265,2.0135896,3018.0,0.0,0.0,0.0,0.0,0.0,0.0
50.347683,11.93765,-0.7961631,1.3549161,-21.112183,7.2001085,-3.6000543,3018.0,0.0,0.0,0.0,0.0,0.0,0.0
50.352764,9.184652,0.30695444,8.103118,-21.539309,13.362913,-0.8542502,3019.0,0.0,0.0,0.0,0.0,0.0,0.0
50.35784,9.721823,-3.3597121,6.6570745,-25.383434,-2.318679,6.101787,3019.0,0.0,0.0,0.0,0.0,0.0,0.0
50.36292,10.357314,-3.3381295,0.45083934,-26.298702,-12.508663,-4.637358,3019.0,0.0,0.0,0.0,0.0,0.0,0.0
50.368,7.642686,3.705036,1.2230216,-24.712236,-4.4543047,-17.329075,3020.0,0.0,0.0,0.0,0.0,0.0,0.0
50.373077,8.009592,3.8033574,-3.6354916,-25.017326,-15.437521,-4.515322,3020.0,0.0,0.0,0.0,0.0,0.0,0.0
50.37816,9.988009,-0.58033574,-12.36211,-24.163076,-21.051165,3.8441257,3020.0,0.0,0.0,0.0,0.0,0.0,0.0
50.383236,9.115108,1.3285372,-10.654676,-19.281647,-1.403411,-3.72209,3020.0,0.0,0.0,0.0,0.0,0.0,0.0
50.388313,8.755396,2.7529976,-1.7865708,-16.59686,14.827342,1.5254468,3021.0,0.0,0.0,0.0,0.0,0.0,0.0
50.393394,10.36211,-1.7290168,4.9040766,-17.695183,15.376503,14.400217,3021.0,0.0,0.0,0.0,0.0,0.0,0.0
50.39847,12.297362,-3.5707433,7.0551558,-18.915539,7.8102875,7.932323,3021.0,0.0,0.0,0.0,0.0,0.0,0.0
50.403553,13.52518,1.7482015,5.522782,-18.61045,-3.6000543,-9.884895,3022.0,0.0,0.0,0.0,0.0,0.0,0.0
50.40863,13.177458,5.767386,3.7170265,-18.732487,-6.040769,-5.186519,3022.0,0.0,0.0,0.0,0.0,0.0,0.0
50.41371,13.266187,2.7673862,1.3477218,-17.634165,-9.762859,10.00693,3022.0,0.0,0.0,0.0,0.0,0.0,0.0
50.41879,11.685851,0.81294966,-7.4196644,-14.522253,-22.271523,7.078073,3023.0,0.0,0.0,0.0,0.0,0.0,0.0
50.423866,7.318945,4.36211,-14.952039,-10.495073,-24.102058,-5.7966976,3023.0,0.0,0.0,0.0,0.0,0.0,0.0
50.428947,5.961631,4.196643,-17.690647,-9.335734,-9.701841,5.979751,3023.0,0.0,0.0,0.0,0.0,0.0,0.0
50.434025,6.652278,-0.19664268,-10.378897,-7.7492695,17.939253,21.72236,3024.0,0.0,0.0,0.0,0.0,0.0,0.0
50.439106,9.052758,-2.0143886,1.2302158,-5.186519,34.231026,21.295237,3024.0,0.0,0.0,0.0,0.0,0.0,0.0
50.444183,10.446043,1.3621103,14.918466,-1.891554,42.468437,13.545967,3024.0,0.0,0.0,0.0,0.0,0.0,0.0
50.44926,11.1103115,1.7889688,22.726618,-3.294965,27.580076,18.30536,3024.0,0.0,0.0,0.0,0.0,0.0,0.0
50.45434,15.42446,-2.8513188,10.731415,-6.6509476,-19.4647,19.647755,3025.0,0.0,0.0,0.0,0.0,0.0,0.0
50.45942,13.64988,0.34772182,-2.1726618,-5.3085546,-28.92247,0.91526806,3025.0,0.0,0.0,0.0,0.0,0.0,0.0
50.4645,7.923261,6.7218227,-5.172662,-1.6474825,-19.342665,-4.149215,3025.0,0.0,0.0,0.0,0.0,0.0,0.0
50.469578,8.589928,1.7649881,-17.148682,-0.4271251,-32.522526,16.535843,3026.0,0.0,0.0,0.0,0.0,0.0,0.0
50.47466,8.05036,-0.55635494,-20.103117,4.4543047,-8.542501,15.925664,3026.0,0.0,0.0,0.0,0.0,0.0,0.0
50.479736,5.038369,4.0551558,-2.822542,8.664537,34.170006,10.739145,3026.0,0.0,0.0,0.0,0.0,0.0,0.0
50.484814,4.446043,3.055156,8.757793,6.406876,34.231026,24.773254,3027.0,0.0,0.0,0.0,0.0,0.0,0.0
50.489895,5.0671463,-2.8465228,8.177458,1.9525719,12.996806,30.020792,3027.0,0.0,0.0,0.0,0.0,0.0,0.0
50.494972,8.081534,-1.6690648,3.9928057,1.6474825,-0.4271251,10.983216,3027.0,0.0,0.0,0.0,0.0,0.0,0.0
50.500053,10.294964,6.007194,3.9184651,3.9051437,2.6847863,-0.30508935,3027.0,0.0,0.0,0.0,0.0,0.0,0.0
50.50513,14.151079,5.6258993,6.4508395,5.613644,4.3322687,18.61045,3028.0,0.0,0.0,0.0,0.0,0.0,0.0
50.51021,18.095922,-0.9088729,6.1438847,7.1390905,-2.8678398,32.64456,3028.0,0.0,0.0,0.0,0.0,0.0,0.0
50.51529,16.107914,1.177458,6.3069544,10.251002,-5.613644,16.901949,3028.0,0.0,0.0,0.0,0.0,0.0,0.0
50.520367,13.023981,4.081535,2.561151,8.481483,-14.156146,15.437521,3029.0,0.0,0.0,0.0,0.0,0.0,0.0
50.525448,10.354916,-0.019184653,-5.8129497,3.8441257,-21.356255,27.641094,3029.0,0.0,0.0,0.0,0.0,0.0,0.0
50.530525,7.2470026,-2.2757795,-12.577938,2.6237683,-19.342665,20.62404,3029.0,0.0,0.0,0.0,0.0,0.0,0.0
50.535606,4.5155873,2.820144,-13.388489,6.2238226,-7.2001085,4.0271792,3030.0,0.0,0.0,0.0,0.0,0.0,0.0
50.540684,2.853717,6.1079135,-7.6882496,8.359448,11.16627,11.105252,3030.0,0.0,0.0,0.0,0.0,0.0,0.0
50.54576,5.3956833,0.0023980816,-2.2086332,7.3221445,15.620575,31.546238,3030.0,0.0,0.0,0.0,0.0,0.0,0.0
50.550842,10.187051,-2.944844,2.17506,7.505198,17.268057,27.21397,3031.0,0.0,0.0,0.0,0.0,0.0,0.0
50.55592,11.165467,2.6882493,14.004796,9.396752,29.593666,14.278181,3031.0,0.0,0.0,0.0,0.0,0.0,0.0
50.561,12.115108,1.8249401,18.616306,6.3458586,12.630699,26.60379,3031.0,0.0,0.0,0.0,0.0,0.0,0.0
50.56608,12.254196,-5.088729,9.040768,3.6000543,-17.390093,33.74288,3031.0,0.0,0.0,0.0,0.0,0.0,0.0
50.571156,9.280576,-3.642686,-3.0815349,3.8441257,-28.434328,12.87477,3032.0,0.0,0.0,0.0,0.0,0.0,0.0
50.576237,7.731415,0.70743406,-12.625899,5.186519,-33.1327,-0.12203574,3032.0,0.0,0.0,0.0,0.0,0.0,0.0
50.581314,9.155875,1.6642686,-22.577938,5.613644,-29.532648,3.8441257,3032.0,0.0,0.0,0.0,0.0,0.0,0.0
50.586395,9.172662,3.9736211,-17.208633,9.701841,10.128966,10.678127,3033.0,0.0,0.0,0.0,0.0,0.0,0.0
50.591473,12.472422,4.2997603,1.9136691,13.301895,48.44819,26.298702,3033.0,0.0,0.0,0.0,0.0,0.0,0.0
50.596554,13.798561,1.529976,21.585133,14.339199,66.02133,44.848133,3033.0,0.0,0.0,0.0,0.0,0.0,0.0
50.60163,14.280576,-5.6330934,30.872902,10.067948,42.285385,52.292313,3034.0,0.0,0.0,0.0,0.0,0.0,0.0
50.60671,15.621103,-10.011991,18.544365,5.979751,-22.759665,27.76313,3034.0,0.0,0.0,0.0,0.0,0.0,0.0
50.61179,10.244604,-1.7170264,-0.68585134,5.613644,-56.319492,-13.545967,3034.0,0.0,0.0,0.0,0.0,0.0,0.0
50.616867,3.8968825,4.47482,-13.16307,5.3695726,-50.70585,-12.569681,3034.0,0.0,0.0,0.0,0.0,0.0,0.0
50.62195,3.681055,-0.35491607,-24.386091,4.515322,-38.86838,15.010396,3035.0,0.0,0.0,0.0,0.0,0.0,0.0
50.627026,3.258993,-2.383693,-23.23741,10.556091,-1.8305361,17.573147,3035.0,0.0,0.0,0.0,0.0,0.0,0.0
50.632103,2.9664268,1.41247,-6.479616,17.878235,34.475098,10.617109,3035.0,0.0,0.0,0.0,0.0,0.0,0.0
50.637184,5.964029,1.4316547,6.434053,18.427397,39.78365,22.942719,3036.0,0.0,0.0,0.0,0.0,0.0,0.0
50.64226,9.371702,-4.242206,14.844125,14.400217,37.77006,38.07515,3036.0,0.0,0.0,0.0,0.0,0.0,0.0
50.647343,12.630695,-6.7865705,20.143885,10.922198,24.590202,27.458042,3036.0,0.0,0.0,0.0,0.0,0.0,0.0
50.65242,15.263789,-3.8441248,15.808153,9.579805,-6.956037,6.58993,3037.0,0.0,0.0,0.0,0.0,0.0,0.0
50.6575,16.08633,0.2086331,3.1726618,9.15268,-31.607256,-1.3423932,3037.0,0.0,0.0,0.0,0.0,0.0,0.0
50.66258,17.227818,0.22302158,-6.683453,11.105252,-33.49881,4.3322687,3037.0,0.0,0.0,0.0,0.0,0.0,0.0
50.667656,14.875299,3.1606715,-7.467626,15.19345,-15.864646,3.5390365,3038.0,0.0,0.0,0.0,0.0,0.0,0.0
50.672737,9.930455,4.386091,-3.3693047,17.939253,-1.9525719,14.522253,3038.0,0.0,0.0,0.0,0.0,0.0,0.0
50.677814,5.199041,-2.741007,-6.2158275,16.962967,-8.664537,31.912346,3038.0,0.0,0.0,0.0,0.0,0.0,0.0
50.682896,3.4100718,-7.8345323,-14.467626,17.085003,-12.386627,24.224094,3038.0,0.0,0.0,0.0,0.0,0.0,0.0
50.687973,2.877698,-4.033573,-9.386091,20.257933,12.508663,5.003465,3039.0,0.0,0.0,0.0,0.0,0.0,0.0
50.693054,4.597122,-1.2637889,0.27098322,19.76979,23.18679,5.6746616,3039.0,0.0,0.0,0.0,0.0,0.0,0.0
50.69813,11.640287,-4.0,4.563549,18.122307,18.122307,14.461235,3039.0,0.0,0.0,0.0,0.0,0.0,0.0
50.70321,15.529976,-0.9856115,17.434053,19.586737,35.75647,8.420466,3040.0,0.0,0.0,0.0,0.0,0.0,0.0
50.70829,16.091127,2.6834533,25.8753,18.244343,19.403683,4.515322,3040.0,0.0,0.0,0.0,0.0,0.0,0.0
50.713367,19.460432,-0.16306955,10.088729,14.949378,-35.085274,11.16627,3040.0,0.0,0.0,0.0,0.0,0.0,0.0
50.71845,14.58753,-0.48920864,-4.532374,15.986682,-40.02772,4.637358,3041.0,0.0,0.0,0.0,0.0,0.0,0.0
50.723526,9.076738,0.6906475,-6.755396,18.61045,-18.366379,6.406876,3041.0,0.0,0.0,0.0,0.0,0.0,0.0
50.728603,6.031175,-2.3285372,-8.304556,19.4647,-10.00693,15.19345,3041.0,0.0,0.0,0.0,0.0,0.0,0.0
50.733685,3.9016786,-2.8609114,-7.002398,19.4647,-2.5627506,6.58993,3041.0,0.0,0.0,0.0,0.0,0.0,0.0
50.73876,3.1558752,2.0455635,-5.007194,18.427397,0.18305361,-6.467894,3042.0,0.0,0.0,0.0,0.0,0.0,0.0
50.743843,2.5179856,4.0455637,-4.616307,15.254467,1.0983217,-0.18305361,3042.0,0.0,0.0,0.0,0.0,0.0,0.0
50.74892,5.2613907,-0.9352518,-6.717026,13.240878,-0.12203574,15.498539,3042.0,0.0,0.0,0.0,0.0,0.0,0.0
50.754,8.856115,-1.0239809,-0.70983213,19.76979,14.339199,7.566216,3043.0,0.0,0.0,0.0,0.0,0.0,0.0
50.75908,10.244604,4.7386093,11.285372,25.688522,23.308826,-1.6474825,3043.0,0.0,0.0,0.0,0.0,0.0,0.0
50.764156,13.544365,1.9880096,14.280576,24.407148,9.274716,16.779915,3043.0,0.0,0.0,0.0,0.0,0.0,0.0
50.769238,17.052757,-5.3429255,8.345324,18.427397,-9.762859,22.942719,3044.0,0.0,0.0,0.0,0.0,0.0,0.0
50.774315,16.091127,-1.410072,3.736211,16.59686,-12.02052,-1.0983217,3044.0,0.0,0.0,0.0,0.0,0.0,0.0
50.779396,13.544365,5.8561153,1.0503597,14.949378,-12.996806,-9.945912,3044.0,0.0,0.0,0.0,0.0,0.0,0.0
50.784473,15.071942,2.8465228,-3.9040768,14.095128,-16.59686,8.908609,3045.0,0.0,0.0,0.0,0.0,0.0,0.0
50.78955,12.872902,0.8968825,-1.9952039,17.329075,-2.6847863,10.067948,3045.0,0.0,0.0,0.0,0.0,0.0,0.0
50.794632,9.026379,4.467626,2.258993,19.830807,0.54916084,1.6474825,3045.0,0.0,0.0,0.0,0.0,0.0,0.0
50.79971,6.839329,2.556355,-4.2230215,17.45111,-14.400217,12.691717,3045.0,0.0,0.0,0.0,0.0,0.0,0.0
50.80479,5.1414866,-3.5803356,-10.757793,15.376503,-12.325609,20.62404,3046.0,0.0,0.0,0.0,0.0,0.0,0.0
50.809868,4.7793765,-3.7194245,-8.6690645,18.366379,3.4170008,7.505198,3046.0,0.0,0.0,0.0,0.0,0.0,0.0
50.81495,3.6906474,1.5923262,-1.8153477,21.539309,13.301895,-4.2712507,3046.0,0.0,0.0,0.0,0.0,0.0,0.0
50.820026,5.347722,-0.086330935,-0.7577938,20.746077,5.125501,7.8102875,3047.0,0.0,0.0,0.0,0.0,0.0,0.0
50.825104,9.206235,-3.294964,1.3980815,21.356255,7.383162,9.396752,3047.0,0.0,0.0,0.0,0.0,0.0,0.0
50.830185,9.980815,1.7266186,10.592326,22.759665,17.268057,-5.3695726,3047.0,0.0,0.0,0.0,0.0,0.0,0.0
50.835262,11.630695,3.9208634,13.4388485,20.563023,5.7966976,1.403411,3048.0,0.0,0.0,0.0,0.0,0.0,0.0
50.840343,14.757793,-1.1702638,6.0479617,16.657879,-13.851056,14.88836,3048.0,0.0,0.0,0.0,0.0,0.0,0.0
50.84542,14.729017,-1.5539569,-2.1966426,18.122307,-17.45111,7.017055,3048.0,0.0,0.0,0.0,0.0,0.0,0.0
50.8505,12.297362,1.7098322,-8.856115,21.905415,-18.732487,-0.8542502,3048.0,0.0,0.0,0.0,0.0,0.0,0.0
50.85558,11.429256,-0.009592326,-15.990408,26.298702,-20.135897,6.040769,3049.0,0.0,0.0,0.0,0.0,0.0,0.0
50.860657,8.932854,-1.3141487,-13.417266,31.546238,3.783108,10.373038,3049.0,0.0,0.0,0.0,0.0,0.0,0.0
50.865738,5.889688,-0.73141485,0.26618704,34.475098,26.542774,10.556091,3049.0,0.0,0.0,0.0,0.0,0.0,0.0
50.870815,6.282974,-2.942446,7.172662,32.522526,19.403683,16.535843,3050.0,0.0,0.0,0.0,0.0,0.0,0.0
50.875896,7.4868107,-6.172662,8.544365,29.288578,8.115376,14.583271,3050.0,0.0,0.0,0.0,0.0,0.0,0.0
50.880974,7.561151,-4.36211,9.278177,28.129238,2.0135896,-0.4271251,3050.0,0.0,0.0,0.0,0.0,0.0,0.0
50.88605,8.333333,-0.81534773,6.6091127,26.176666,-6.101787,-7.1390905,3051.0,0.0,0.0,0.0,0.0,0.0,0.0
50.891132,10.582734,-1.6882493,0.44844124,23.49188,-13.790038,-0.6711966,3051.0,0.0,0.0,0.0,0.0,0.0,0.0
50.89621,14.098321,-2.3069544,-9.004796,24.102058,-23.980022,-6.895019,3051.0,0.0,0.0,0.0,0.0,0.0,0.0
50.90129,14.009592,3.3669064,-13.237411,29.47163,-17.390093,-20.502005,3052.0,0.0,0.0,0.0,0.0,0.0,0.0
50.90637,11.4436455,7.565947,-7.4244604,33.49881,6.1628046,-8.420466,3052.0,0.0,0.0,0.0,0.0,0.0,0.0
50.911446,11.1199045,0.8776978,1.7458034,33.986954,18.488415,20.01386,3052.0,0.0,0.0,0.0,0.0,0.0,0.0
50.916527,12.371702,-5.9280577,3.354916,32.58354,8.969626,20.074879,3052.0,0.0,0.0,0.0,0.0,0.0,0.0
50.921604,8.505995,-2.1007195,5.0503597,32.03438,5.43059,-4.57634,3053.0,0.0,0.0,0.0,0.0,0.0,0.0
50.926685,5.6043167,2.6043165,6.9064746,28.434328,3.8441257,-9.823877,3053.0,0.0,0.0,0.0,0.0,0.0,0.0
50.931763,7.4604316,-2.798561,5.800959,22.576612,-2.0135896,6.6509476,3053.0,0.0,0.0,0.0,0.0,0.0,0.0
50.936844,10.589928,-5.23741,-1.0335732,19.037575,-13.790038,-3.783108,3054.0,0.0,0.0,0.0,0.0,0.0,0.0
50.94192,10.42446,3.8705037,-5.767386,21.661345,-14.095128,-29.77672,3054.0,0.0,0.0,0.0,0.0,0.0,0.0
50.947,9.932854,8.589928,-2.7553957,22.454576,-1.8305361,-18.976557,3054.0,0.0,0.0,0.0,0.0,0.0,0.0
50.95208,10.079137,-0.04796163,1.8968825,20.502005,5.003465,12.752735,3055.0,0.0,0.0,0.0,0.0,0.0,0.0
50.957157,8.961631,-4.853717,-3.2829735,19.76979,-9.579805,3.233947,3055.0,0.0,0.0,0.0,0.0,0.0,0.0
50.96224,6.923261,1.9592326,-9.374101,20.563023,-10.678127,-22.759665,3055.0,0.0,0.0,0.0,0.0,0.0,0.0
50.967316,5.1654677,5.17506,-2.2182255,18.427397,11.593395,-14.705307,3055.0,0.0,0.0,0.0,0.0,0.0,0.0
50.972393,10.297362,-2.7194245,-2.6498802,13.057824,2.318679,5.613644,3056.0,0.0,0.0,0.0,0.0,0.0,0.0
50.977474,15.978417,-2.9928057,-4.63789,15.864646,3.783108,-10.434055,3056.0,0.0,0.0,0.0,0.0,0.0,0.0
50.98255,13.764988,8.095923,15.618705,20.563023,42.71251,-25.261398,3056.0,0.0,0.0,0.0,0.0,0.0,0.0
50.987633,12.640287,4.800959,27.316547,13.912074,33.74288,8.969626,3057.0,0.0,0.0,0.0,0.0,0.0,0.0
50.99271,16.0,-11.434052,15.414868,2.257661,-19.708773,27.76313,3057.0,0.0,0.0,0.0,0.0,0.0,0.0
50.99779,12.609113,-9.527578,-4.717026,0.6101787,-52.841476,-26.176666,3057.0,0.0,0.0,0.0,0.0,0.0,0.0
51.00287,5.8920865,7.026379,-13.316546,5.7356796,-47.83801,-67.607796,3058.0,0.0,0.0,0.0,0.0,0.0,0.0
51.007946,5.232614,9.942446,-16.820145,6.8340015,-25.444452,-31.180132,3058.0,0.0,0.0,0.0,0.0,0.0,0.0
51.013027,5.796163,-1.4916067,-13.141487,6.956037,4.57634,12.630699,3058.0,0.0,0.0,0.0,0.0,0.0,0.0
51.018105,4.4988008,-6.201439,-8.407674,9.213698,12.630699,1.0983217,3059.0,0.0,0.0,0.0,0.0,0.0,0.0
51.023186,1.6019185,0.7194245,-2.1678658,12.142556,17.817219,-24.285112,3059.0,0.0,0.0,0.0,0.0,0.0,0.0
51.028263,2.6858513,0.04556355,3.4700239,8.359448,19.403683,-7.993341,3059.0,0.0,0.0,0.0,0.0,0.0,0.0
51.03334,9.378897,-9.3357315,1.3021582,5.125501,8.420466,5.003465,3059.0,0.0,0.0,0.0,0.0,0.0,0.0
